	Dynamic_model_log_likelihood	Constant_model_log_likelihood	log_likelihood_ratio	p_value	q_value
N4BP2L2-IT2	-892.8103201047721	-802.1272545413561	-90.683065563416	1.0	1.0
AL161891.1	-213.13815502018275	-197.0287347302357	-16.109420289947053	1.0	1.0
SMAD9	-9913.631781791464	-9940.354910485044	26.723128693580293	2.657873920952625e-13	9.560697557383543e-13
LINC00598	-855.9066061401071	-813.4230414595723	-42.483564680534755	1.0	1.0
CCDC122	-3776.010825392357	-3357.8424079890497	-418.16841740330756	1.0	1.0
LACC1	-13028.315449122047	-14463.465976287822	1435.1505271657752	0.0	0.0
ZC3H13	-78710.32901695829	-79635.30998616744	924.9809692091512	0.0	0.0
CPB2-AS1	-20366.064987515296	-21909.920153059695	1543.855165544399	0.0	0.0
LCP1	-2941.893715270356	-2603.886450497536	-338.00726477282024	1.0	1.0
LRRC63	-1024.5207390013038	-951.1445310536574	-73.37620794764644	1.0	1.0
LPAR6	-3893.3053294970728	-3234.422017432263	-658.8833120648096	1.0	1.0
DLEU1	-1636.0148076164126	-1506.0117915779376	-130.00301603847493	1.0	1.0
FAM124A	-10227.01156370063	-10672.725971689524	445.7144079888949	0.0	0.0
NEK3	-8523.38591634702	-7091.94396944703	-1431.4419468999904	1.0	1.0
SLAIN1	-31445.26501938528	-32932.45184728846	1487.1868279031805	0.0	0.0
EDNRB	-22584.000734439214	-22785.753397750414	201.75266331119929	0.0	0.0
AL158064.1	-389.05800781311183	-356.0508622212431	-33.00714559186872	1.0	1.0
LINC01080	-846.0177356873327	-827.1068689680429	-18.910866719289743	1.0	1.0
ABCC4	-3104.093788970215	-2806.3975200975983	-297.69626887261666	1.0	1.0
GPR183	-6850.074715821778	-6037.312167431932	-812.7625483898464	1.0	1.0
LINC01232	-1883.8417874009174	-1721.7543467180908	-162.08744068282658	1.0	1.0
AL137139.2	-1577.6901160695452	-1427.5800106414226	-150.11010542812255	1.0	1.0
ZIC5	-2589.589071596038	-2316.0857744465156	-273.5032971495225	1.0	1.0
TMTC4	-9583.259233434937	-10195.589235134636	612.3300016996982	0.0	0.0
ITGBL1	-1415.4253896603354	-1304.9207503726204	-110.50463928771501	1.0	1.0
ARGLU1	-75597.2938680166	-66715.22535327826	-8882.068514738334	1.0	1.0
AL355974.1	-658.4971107799742	-627.3806892823677	-31.11642149760644	1.0	1.0
AL442128.2	-730.6910067562877	-87232043.85879168	87231313.16778493	0.0	0.0
AL139384.1	-389.40062500810126	-355.1665432900967	-34.234081718004575	1.0	1.0
AL356740.3	-381.9382290720779	-353.5738665292996	-28.36436254277828	1.0	1.0
CFAP97D2	-533.0245387597369	-504.6878211700724	-28.33671758966443	1.0	1.0
PNP	-4301.37640309974	-4403.990713048196	102.61430994845614	0.0	0.0
RNASE6	-1164.223323234227	-1038.4009857675771	-125.82233746664997	1.0	1.0
RNASE1	-50426.5580994779	-54036.7572036843	3610.1991042063964	0.0	0.0
SLC7A7	-1185.5429417502614	-1056.0758792765914	-129.46706247367	1.0	1.0
MMP14	-2561.2121973586	-2344.702099738951	-216.51009761964906	1.0	1.0
AL132780.1	-382.3974539667237	-357.9445124202452	-24.452941546478485	1.0	1.0
EFS	-9980.130825057156	-10776.451901561542	796.3210765043859	0.0	0.0
CMTM5	-14555.556350169816	-15931.45683954441	1375.9004893745932	0.0	0.0
AL135999.1	-1001.8783990482556	-930.7135062420763	-71.1648928061793	1.0	1.0
LINC02588	-385.8367251071353	-366.6179512268376	-19.218773880297704	1.0	1.0
LINC00645	-216.17516457814773	-208.41866929665377	-7.7564952814939545	1.0	1.0
FOXG1-AS1	-1047.161358020177	-919.0224688449289	-128.1388891752481	1.0	1.0
NPAS3	-14455.694796160422	-14421.505479651632	-34.18931650878949	1.0	1.0
EGLN3	-9636.838028093101	-9686.139122357354	49.30109426425224	0.0	0.0
SNX6	-23689.611781191772	-20144.85771055746	-3544.7540706343134	1.0	1.0
CFL2	-28684.12055252258	-29883.087107587424	1198.9665550648424	0.0	0.0
BAZ1A	-10218.786889663288	-10694.6602648515	475.87337518821187	0.0	0.0
NFKBIA	-24092.627152699963	-23578.235206152614	-514.3919465473482	1.0	1.0
AL133304.3	-865.6080685559308	-757.1276005528441	-108.48046800308668	1.0	1.0
AL162511.1	-3988.894289407895	-3521.521517166959	-467.37277224093623	1.0	1.0
LINC00639	-1659.0597707354173	-1396.958632840022	-262.10113789539537	1.0	1.0
PNN	143780.71486009963	-41104.62375451346	184885.33861461308	0.0	0.0
SOS2	-16903.519799131158	-14646.3585798083	-2257.1612193228575	1.0	1.0
PYGL	-2409.0791604604556	-2185.3060543939073	-223.77310606654828	1.0	1.0
GNPNAT1	-5351.835787370044	-5371.059920777615	19.224133407570662	5.622449172903998e-10	2.0008715917807823e-09
AL139317.5	-713.8336869298239	-658.8794834881558	-54.95420344166814	1.0	1.0
FERMT2	-16079.415439496974	-16239.85458201549	160.43914251851675	0.0	0.0
AL352979.4	-382.8794186534817	-348.1754120845525	-34.70400656892923	1.0	1.0
CDKN3	-2348.051062641711	-2031.9292004047356	-316.1218622369752	1.0	1.0
SAMD4A	-12861.497102139167	-11132.403847704267	-1729.0932544348998	1.0	1.0
LGALS3	-13964.06124538634	-14306.617991479714	342.5567460933744	0.0	0.0
KTN1	1095098.2336668437	1212308.8639524635	-117210.63028561976	1.0	1.0
CCDC175	-2030.8167775270274	-1770.3070450603327	-260.5097324666947	1.0	1.0
PRKCH	-2040.2808021430294	-1791.716382101502	-248.56442004152746	1.0	1.0
HIF1A-AS3	-389.6604244876785	-348.6317836004692	-41.02864088720929	1.0	1.0
SNAPC1	-5204.502332123135	-5287.874624747008	83.37229262387336	0.0	0.0
AL136038.5	-4563.305303380239	-4135.635979487498	-427.669323892741	1.0	1.0
SYNE2	-12924.20167654367	-13060.566516553385	136.3648400097154	0.0	0.0
HSPA2	-44820.28202744694	-39685.678689301814	-5134.603338145127	1.0	1.0
PLEKHG3	-14829.500210557926	-15996.691702763927	1167.1914922060005	0.0	0.0
FUT8	-14645.56954587965	-15053.372139266467	407.8025933868157	0.0	0.0
PLEKHH1	-32905.38472165297	-32474.118337111002	-431.26638454196654	1.0	1.0
RAD51B	-1028.1279450612897	-896.0834877216785	-132.0444573396112	1.0	1.0
ZFP36L1	-45317.50553080277	-45129.40990451207	-188.0956262907057	1.0	1.0
SMOC1	-12418.352251954288	-12919.79646866692	501.4442167126326	0.0	0.0
ADAM20	-990.6317194050708	-950.2787856492579	-40.352933755812955	1.0	1.0
AC004846.2	-385.9970699151581	-347.0953789338643	-38.90169098129377	1.0	1.0
ACOT6	-389.0453322316074	-361.7958477225819	-27.24948450902548	1.0	1.0
AC005520.2	-721.7957455338778	-636.0730683211225	-85.72267721275534	1.0	1.0
SYNDIG1L	-1352.6464763652002	-1190.0032730375651	-162.6432033276351	1.0	1.0
NPC2	-21947.732875222668	-22156.52585182244	208.79297659977237	0.0	0.0
PGF	-1353.0251730121358	-1158.7945273046641	-194.2306457074717	1.0	1.0
FOS	-65388.445338214115	-66387.55493868828	999.109600474163	0.0	0.0
FLVCR2	-705.7851327370981	-647.2560358487275	-58.529096888370646	1.0	1.0
TGFB3	-7684.018830329877	-6570.70467201062	-1113.3141583192573	1.0	1.0
STON2	-15679.73538196447	-15686.073549730621	6.338167766150946	0.00037031261293218876	0.0013062173295668035
EFCAB11	-4637.560704466661	-3967.5735129227432	-669.987191543918	1.0	1.0
TRIP11	-42304.694967738906	-41840.84922793075	-463.8457398081591	1.0	1.0
PRIMA1	-4153.08325787394	-3580.3152541035774	-572.7680037703626	1.0	1.0
SERPINA3	-6809.272751031479	-6032.3793617399115	-776.8933892915675	1.0	1.0
CLMN	-14210.244870401635	-14784.155007997711	573.9101375960763	0.0	0.0
AL133523.1	-212.90900722250709	-203.28242823935153	-9.626578983155554	1.0	1.0
MEG3	-119016.933148931	-125890.14240673781	6873.209257806811	0.0	0.0
AL355836.2	-387.9496287449809	-366.36775755252796	-21.581871192452923	1.0	1.0
AL118558.4	-1635.065100384461	-1403.035155629551	-232.02994475491005	1.0	1.0
LBHD2	-1027.6811081408234	-963.4877741934115	-64.19333394741193	1.0	1.0
AL049840.6	-726.9078223375984	-660.3099245254167	-66.59789781218171	1.0	1.0
PLD4	-6268.586347021786	-5938.366798433258	-330.2195485885286	1.0	1.0
AL928654.1	-1026.547136150186	-959.6760022397738	-66.87113391041214	1.0	1.0
CRIP1	-3365.336001329517	-2833.540119469949	-531.795881859568	1.0	1.0
MKRN3	-3019.042208446887	-2680.526167556481	-338.51604089040575	1.0	1.0
TRPM1	-719.8448602598708	-646.6748223324131	-73.17003792745766	1.0	1.0
ARHGAP11A	-1452.9151322932642	-1273.5736799784531	-179.34145231481102	1.0	1.0
GREM1	-9484.449768644037	-10158.068564019415	673.6187953753779	0.0	0.0
AC078909.1	-722.4863008866868	-623.5511262345636	-98.93517465212312	1.0	1.0
THBS1	-1631.0990112205727	-1511.1468791797522	-119.95213204082052	1.0	1.0
FSIP1	-3308.7416984356805	-3037.8939500606775	-270.847748375003	1.0	1.0
SRP14-AS1	-5031.662890799654	-4387.3571484089225	-644.3057423907312	1.0	1.0
CCDC9B	-2586.612001232005	-2217.45018925817	-369.1618119738346	1.0	1.0
C15orf62	-383.10199640815455	-349.9741795630822	-33.127816845072346	1.0	1.0
INO80	-10162.129594050035	-10198.008147733603	35.87855368356759	0.0	0.0
MGA	-16547.741839911963	-16588.947109785666	41.20526987370249	0.0	0.0
CAPN3	-21038.1683328805	-22795.44945290468	1757.2811200241777	0.0	0.0
SNAP23	-5458.533754826866	-5566.5845181032755	108.05076327640927	0.0	0.0
ZSCAN29	-6508.109392010743	-6579.876242253965	71.7668502432216	0.0	0.0
PATL2	-548.7833332464419	-507.92184594158044	-40.86148730486144	1.0	1.0
B2M	-74239.4044773141	-80697.80599021012	6458.401512896016	0.0	0.0
DUOX1	-391.01734798934285	-341.13395102825024	-49.883396961092615	1.0	1.0
AC025580.3	-1139.7073515598415	-1063.7567142566504	-75.95063730319112	1.0	1.0
AC012405.1	-1700.022258924155	-1507.776189542554	-192.24606938160105	1.0	1.0
AC073941.1	-814.1208087190957	-768.4029525312297	-45.717856187866005	1.0	1.0
AC066612.1	-386.7141910028788	-351.75234306678703	-34.96184793609177	1.0	1.0
SECISBP2L	-64390.50989964817	-66277.09762488294	1886.587725234771	0.0	0.0
FAM227B	-1753.244910260081	-1568.8197641094273	-184.42514615065375	1.0	1.0
GLDN	-20046.45088355996	-22232.791058112343	2186.3401745523843	0.0	0.0
AC066613.1	-2307.9311138990606	-2082.2194552434285	-225.71165865563216	1.0	1.0
TEX9	-3048.7199042947323	-2789.7640979881417	-258.9558063065906	1.0	1.0
TCF12	-13971.730353845343	-14240.81766012285	269.0873062775063	0.0	0.0
MYO1E	-5285.711154469806	-5596.412590847559	310.70143637775254	0.0	0.0
AC104590.1	-945.4629656427783	-887.7013473875033	-57.761618255274925	1.0	1.0
SNX22	-8325.321237440507	-8796.323902581415	471.002665140908	0.0	0.0
AC013553.3	-1303.9791765384248	-1188.6484564015275	-115.3307201368973	1.0	1.0
RASL12	-8620.77820390229	-7422.095124586646	-1198.6830793156432	1.0	1.0
LCTL	-561.1571515826186	-508.16499405390283	-52.99215752871572	1.0	1.0
EWSAT1	-214.3000208818641	-203.12421482599458	-11.175806055869515	1.0	1.0
UACA	-25576.572170178573	-26795.394280399552	1218.822110220979	0.0	0.0
AC068338.2	-867.8447582841335	-773.8637744352405	-93.98098384889295	1.0	1.0
SCAPER	-32896.8293152028	-33266.38580832873	369.5564931259287	0.0	0.0
CTSH	-22974.558132588943	-23166.77841984041	192.2202872514681	0.0	0.0
AC015871.7	-390.28884643963346	-355.0583032727071	-35.23054316692634	1.0	1.0
CPEB1-AS1	-2655.9410399651347	-2399.5121414682494	-256.42889849688527	1.0	1.0
SH3GL3	-31030.713762616502	-32168.690919531655	1137.9771569151526	0.0	0.0
ADAMTSL3	-2440.069498175253	-2178.6688646161806	-261.4006335590725	1.0	1.0
AC048382.5	-1152.8820374815866	-1025.3807525036789	-127.50128497790774	1.0	1.0
ZSCAN2	-1186.4155848445107	-1019.1694658988263	-167.24611894568443	1.0	1.0
NMB	-7925.508777746313	-6697.332403322668	-1228.176374423645	1.0	1.0
ALPK3	-1065.5928445580357	-923.0910889659731	-142.50175559206264	1.0	1.0
PDE8A	-14295.689801850858	-15210.629996715103	914.9401948642444	0.0	0.0
FANCI	-2039.630533051564	-1805.1075488894335	-234.52298416213057	1.0	1.0
AC013391.3	-1994.0473328915375	-1841.9174464684186	-152.12988642311893	1.0	1.0
PLIN1	-3348.458884857689	-3018.2128006777375	-330.2460841799516	1.0	1.0
WDR93	-1072.100999787974	-1028.3138404869662	-43.787159301007705	1.0	1.0
IQGAP1	-11671.529155614591	-11989.376284978287	317.8471293636958	0.0	0.0
SLCO3A1	-14240.330378311817	-14785.960544610749	545.6301662989317	0.0	0.0
NR2F2	-7974.51679229415	-8271.534104844108	297.01731254995775	0.0	0.0
ARRDC4	-8656.855629611411	-7241.945103525977	-1414.910526085434	1.0	1.0
LINC02251	-853.3107103226201	-774.0951669110241	-79.21554341159606	1.0	1.0
AC084855.1	-213.43023921105157	-206.42145948012063	-7.008779730930939	1.0	1.0
PCSK6	-9041.733849564214	-7646.8860643123335	-1394.8477852518809	1.0	1.0
TARSL2	-17542.56919423506	-18278.237486575985	735.6682923409244	0.0	0.0
WASIR2	-384.31413255699954	-370.4441671897917	-13.86996536720784	1.0	1.0
HBA2	-25273.881830594728	-25472.26290733917	198.3810767444411	0.0	0.0
HBA1	-13395.588195255958	-13635.302567266692	239.71437201073422	0.0	0.0
AL022341.2	-1286.535954710532	-1214.1985357684755	-72.3374189420565	1.0	1.0
AL008727.1	-212.0317305624779	-203.84660020633268	-8.185130356145208	1.0	1.0
SOX8	-29338.500521712296	-29367.206124633252	28.705602920956153	3.530509218307998e-14	1.276856860147558e-13
JPT2	-6863.293518730202	-5794.857534706917	-1068.4359840232846	1.0	1.0
AC004233.3	-1023.4494994847415	-976.4074156564272	-47.042083828314276	1.0	1.0
AC004494.1	-378.8814716671827	-359.219686916688	-19.661784750494746	1.0	1.0
GLIS2-AS1	-915.4357740686262	-926.5950246881167	11.159250619490535	2.309705767533643e-06	8.175949619588117e-06
AC006112.1	-541.8410361978763	-511.1581785987009	-30.682857599175406	1.0	1.0
LINC02177	-1739.5596377149	-1591.4226067715472	-148.13703094335278	1.0	1.0
AC012178.1	-1147.04548204331	-1080.3452852977446	-66.70019674556534	1.0	1.0
AC007220.1	-390.9946611592625	-342.90275086699233	-48.09191029227014	1.0	1.0
SOCS1	-395.0763724898905	-342.784716098766	-52.29165639112449	1.0	1.0
LITAF	-16102.034098276761	-16776.164329827494	674.1302315507328	0.0	0.0
CPPED1	-5716.9458406936565	-5885.4817297318605	168.535889038204	0.0	0.0
AC138932.5	-556.7245078013383	-513.1702368006459	-43.55427100069244	1.0	1.0
AC026401.3	-2212.612917971861	-2047.1484382933472	-165.46447967851373	1.0	1.0
MYH11	-2430.066999058357	-2659.38988532177	229.32288626341324	0.0	0.0
AC099518.5	-152.4613392922065	-193.03386242572358	40.57252313351708	0.0	0.0
CCP110	-28901.940282814274	-30247.771456655275	1345.8311738410011	0.0	0.0
KNOP1	-30150.607277635525	-28692.076097554014	-1458.5311800815107	1.0	1.0
GPRC5B	-89315.15702674506	-83106.87427393066	-6208.282752814397	1.0	1.0
AC005632.3	-1321.7896270105264	-1151.0008458311086	-170.7887811794178	1.0	1.0
IGSF6	-2567.7947756148137	-2378.7813812768013	-189.0133943380124	1.0	1.0
SDR42E2	-860.2620518288016	-796.4379864812768	-63.82406534752488	1.0	1.0
NPIPB5	-5411.792663263222	-4910.122444928314	-501.670218334908	1.0	1.0
RBBP6	-31632.613106208875	-31842.154956587703	209.5418503788278	0.0	0.0
SLC5A11	-4841.213612755704	-4201.437396544671	-639.776216211033	1.0	1.0
NSMCE1-DT	-548.6566088532351	-517.7630189939093	-30.893589859325743	1.0	1.0
AC016597.1	-4938.291498618869	-4492.1633075793525	-446.1281910395164	1.0	1.0
APOBR	-848.0644092440346	-753.5868174026577	-94.4775918413768	1.0	1.0
NUPR1	-26549.77498998503	-27203.03106328669	653.256073301658	0.0	0.0
TBX6	-849.7450714074973	-777.6128757543879	-72.13219565310942	1.0	1.0
ITGAL	-880.8110587377762	-773.5800859015604	-107.23097283621576	1.0	1.0
AC106886.3	-213.6230600529174	-201.14942387335006	-12.473636179567336	1.0	1.0
CTF1	-1475.4842646576417	-1309.7616502858505	-165.72261437179122	1.0	1.0
HSD3B7	-1343.4866846003467	-1162.2331338035694	-181.2535507967773	1.0	1.0
AC135050.3	-756.6444024970737	-705.3354388233156	-51.30896367375806	1.0	1.0
ITGAX	-2182.7584553584506	-1863.6138895722302	-319.1445657862205	1.0	1.0
ITFG1-AS1	-539.8750848672724	-518.0530913469647	-21.82199352030773	1.0	1.0
NKD1	-4516.840052949585	-4669.755239148468	152.91518619888302	0.0	0.0
AC007608.3	-715.4718651188218	-659.8836411554137	-55.588223963408154	1.0	1.0
LPCAT2	-6851.39069477059	-5885.414020732017	-965.976674038573	1.0	1.0
AC007336.1	-393.1768729028659	-344.9751265978304	-48.2017463050355	1.0	1.0
CES1	-382.1450997050244	-356.34570452710744	-25.79939517791695	1.0	1.0
AC040168.1	-2451.927020506274	-2565.7121921347925	113.78517162851858	0.0	0.0
MT1G	-31849.48733451602	-32479.234724907248	629.7473903912287	0.0	0.0
MT1H	-2646.44578474389	-2390.9945819915706	-255.4512027523192	1.0	1.0
MT1X	-21892.995081360652	-22073.09884603483	180.10376467417882	0.0	0.0
PLLP	-29448.08900238294	-32211.883903585083	2763.794901202142	0.0	0.0
DRC7	-239.90323798466227	-359.62229950902145	119.71906152435918	0.0	0.0
AC009107.2	-715.107016276735	-641.3772074188691	-73.7298088578658	1.0	1.0
CMTM3	-3189.870131738788	-2834.296671543657	-355.57346019513125	1.0	1.0
DYNC1LI2	-78341.1323302768	-65392.80930880045	-12948.323021476346	1.0	1.0
RRAD	-2710.3759621198683	-2454.380883877598	-255.9950782422702	1.0	1.0
CBFB	-8076.018671072402	-8253.702305090654	177.68363401825172	0.0	0.0
EXOC3L1	-216.27294121136185	-195.91277088692064	-20.360170324441214	1.0	1.0
LRRC29	-921.9972420741424	-801.1615861224469	-120.83565595169546	1.0	1.0
PLEKHG4	-734.5341885259768	-633.9716216151262	-100.56256691085059	1.0	1.0
TPPP3	-37794.949369599846	-40661.31477104107	2866.365401441224	0.0	0.0
HYDIN	27837.573746129692	35372.38671856235	-7534.812972432661	1.0	1.0
CALB2	-7153.505097387096	-8669.688580485297	1516.1834830982016	0.0	0.0
AC004158.1	-11610.647150648916	-10269.558972693148	-1341.0881779557676	1.0	1.0
ZFHX3	-9110.8969900405	-8413.113594551216	-697.7833954892849	1.0	1.0
AC140912.1	-1311.1597093246705	-1188.4677879383717	-122.69192138629887	1.0	1.0
FA2H	-16313.982424436477	-17571.38454826589	1257.4021238294135	0.0	0.0
AC009163.7	-1503.2002478074826	-1308.282278521473	-194.91796928600957	1.0	1.0
CHST6	-7924.061615988369	-6652.719884891563	-1271.3417310968061	1.0	1.0
CNTNAP4	-21960.65401550776	-22642.730731088985	682.0767155812246	0.0	0.0
ADAMTS18	-1165.9556989088287	-1076.1741417245348	-89.78155718429389	1.0	1.0
VAT1L	-12492.42568559491	-11774.178989691116	-718.2466959037938	1.0	1.0
AC079414.3	-1934.4782643514923	-1818.754918853667	-115.72334549782522	1.0	1.0
ARLNC1	-524.5707135893746	-485.57941485669886	-38.991298732675716	1.0	1.0
AC009063.2	-4630.594238348399	-4061.33504803993	-569.259190308469	1.0	1.0
AC135012.1	-718.8404794571042	-645.6876830797365	-73.15279637736762	1.0	1.0
AC092720.2	-1792.162201853584	-1589.7127481565974	-202.44945369698667	1.0	1.0
CYBA	-7106.107615151033	-7074.550230805362	-31.55738434567138	1.0	1.0
SNAI3	-552.2328528497924	-517.7319363055623	-34.50091654423011	1.0	1.0
AC138028.2	-212.39998353691348	-206.3068966272856	-6.0930869096278855	1.0	1.0
CDT1	-2024.0631647938549	-1796.452030547383	-227.61113424647192	1.0	1.0
FAM157C	-386.70144978365204	-349.67612590292333	-37.025323880728706	1.0	1.0
SERPINF2	-563.0038796764063	-489.3303621289805	-73.67351754742583	1.0	1.0
AC090617.10	-397.27701526534423	-347.38382841336903	-49.8931868519752	1.0	1.0
SPATA22	-92.60661963566224	-188.90861774003693	96.30199810437469	0.0	0.0
ASPA	-27213.677591176332	-24999.153734148713	-2214.5238570276197	1.0	1.0
TRPV3	-4374.96625250546	-3954.1055106968856	-420.8607418085744	1.0	1.0
AC027796.1	-383.624392776265	-362.72180340933596	-20.90258936692902	1.0	1.0
CTNS	-3455.132361904424	-2994.3974841971626	-460.7348777072616	1.0	1.0
TAX1BP3	-11779.727307606216	-12100.388986190881	320.6616785846654	0.0	0.0
NCBP3	-18164.884790428216	-15360.111512457597	-2804.7732779706184	1.0	1.0
AC087742.1	-911.9593226955291	-1035.0879830669837	123.12866037145466	0.0	0.0
CXCL16	-5970.711205168468	-5201.484250284504	-769.226954883964	1.0	1.0
AC233723.1	-2976.82313527578	-2718.52448991967	-258.2986453561098	1.0	1.0
KIF1C	-33011.030869351125	-35206.90845645918	2195.877587108058	0.0	0.0
XAF1	-10669.601136447105	-10781.914844214674	112.31370776756921	0.0	0.0
TEKT1	-383.9833776088447	-364.045526270693	-19.937851338151688	1.0	1.0
AC040977.1	-723.7212283200649	-659.6255079229762	-64.09572039708871	1.0	1.0
SLC16A11	-1585.713018905669	-1432.467697952846	-153.24532095282302	1.0	1.0
FGF11	-2587.6334939057433	-2248.9015771741338	-338.73191673160954	1.0	1.0
AC016876.3	-385.97150611787765	-354.60752737704945	-31.363978740828202	1.0	1.0
KRBA2	-3311.5911029968456	-2825.3400188539795	-486.25108414286615	1.0	1.0
PIK3R5	-861.4457762901798	-818.5476954941372	-42.898080796042564	1.0	1.0
AC087501.4	-400.03811960026604	-383.9954549348983	-16.042664665367738	1.0	1.0
MYH3	-1623.5059357549308	-1387.7023597694615	-235.80357598546925	1.0	1.0
TMEM220-AS1	-1317.185934380804	-1185.9638944649382	-131.2220399158657	1.0	1.0
PIRT	-2223.8534074248664	-2033.4881049800385	-190.36530244482788	1.0	1.0
PMP22	-37865.7423649316	-40302.67812146975	2436.9357565381506	0.0	0.0
TVP23C	-1479.4201254712782	-1317.486644900355	-161.93348057092317	1.0	1.0
CCDC144A	-50803.167334951526	-48187.63042441187	-2615.536910539653	1.0	1.0
AC087164.1	-539.2441917640101	-494.7336454791483	-44.51054628486179	1.0	1.0
FOXO3B	-1125.1160985743663	-1057.2320519820933	-67.88404659227308	1.0	1.0
MFAP4	-2270.4283283103696	-1985.2715408143797	-285.1567874959899	1.0	1.0
LGALS9	-2538.27209007143	-2302.7135290929905	-235.55856097843935	1.0	1.0
AC104564.5	-213.08141365852063	-187.39599432352125	-25.68541933499938	1.0	1.0
NSRP1	-38177.466888230716	-39706.980217313336	1529.5133290826197	0.0	0.0
ADAP2	-3052.9372634545653	-2655.8162776173062	-397.120985837259	1.0	1.0
EVI2A	-35468.97646789738	-34505.116707800145	-963.8597600972353	1.0	1.0
AC116407.1	-718.5654711569396	-658.4109308649383	-60.15454029200123	1.0	1.0
TMEM98	-12737.509045210616	-13475.189139388238	737.6800941776219	0.0	0.0
CCL2	-4321.964712154893	-4899.077244165256	577.1125320103629	0.0	0.0
CCL8	-390.162345882246	-343.5451610315531	-46.617184850692865	1.0	1.0
AC004223.2	-385.62786900984145	-341.7036562554716	-43.92421275436982	1.0	1.0
AC022916.1	-535.234496277905	-510.18290941497594	-25.05158686292907	1.0	1.0
SLFN12	-557.0897537401746	-502.7411055373735	-54.34864820280109	1.0	1.0
GAS2L2	-713.5389564553728	-661.4291774865712	-52.109778968801606	1.0	1.0
CCL3	-5856.879893829395	-5307.930894312348	-548.948999517047	1.0	1.0
CCL4	-4396.5384114450835	-4053.523192919805	-343.01521852527867	1.0	1.0
CCL4L2	-4145.7238880060195	-3793.467910879659	-352.25597712636045	1.0	1.0
AC073508.3	-1604.0042517332076	-1403.606600267485	-200.39765146572267	1.0	1.0
KRT19	-391.7883946543818	-346.978448109157	-44.80994654522482	1.0	1.0
KRT17	-15069.961953831971	-16334.19645371543	1264.2344998834596	0.0	0.0
CNP	-94467.61483224803	-97112.71739570696	2645.1025634589314	0.0	0.0
CAVIN1	-13338.769605621128	-13422.606652412353	83.83704679122457	0.0	0.0
PSMC3IP	-2440.318516287577	-3919150061935655.5	3919150061933215.0	0.0	0.0
AC100793.2	-870.9457817037242	-770.5391780525077	-100.40660365121641	1.0	1.0
BRCA1	-4418.768658321506	-3705.7985609919174	-712.970097329589	1.0	1.0
ETV4	-866.849312794028	-822.1216614962079	-44.7276512978201	1.0	1.0
AC005670.3	-6178.986412649368	-6333.0567679259575	154.0703552765899	0.0	0.0
EFCAB13	-724.7919533756462	-652.7740923776697	-72.01786099797653	1.0	1.0
ABI3	-1819.8386750497298	-1671.0142021112097	-148.8244729385201	1.0	1.0
ZNF652	-15366.741528237108	26266.427790318907	-41633.169318556014	1.0	1.0
AC091180.2	-865.2088023648985	-808.2497946189095	-56.95900774598897	1.0	1.0
NGFR	-1131.0454448942578	-1004.3928266097863	-126.65261828447149	1.0	1.0
AC015909.2	-395.2447369701082	-361.11409327781837	-34.13064369228982	1.0	1.0
COL1A1	-557.5110770933119	-521.4899965767639	-36.021080516547954	1.0	1.0
MYCBPAP	-885.6979218678432	-804.5338943705674	-81.16402749727581	1.0	1.0
ANKRD40	-53295.919776820265	-49281.99159547782	-4013.928181342446	1.0	1.0
TOB1	-24534.64707962233	-24251.067593865268	-283.5794857570618	1.0	1.0
AC006141.1	-3720.2911097434994	-3454.583455065868	-265.7076546776316	1.0	1.0
C17orf67	-2715.058557602593	-2443.0816594421594	-271.9768981604334	1.0	1.0
SEPTIN4	-81787.64632509553	-83143.26687376534	1355.6205486698163	0.0	0.0
AC005821.1	-528.5600924403242	-489.0102668273172	-39.54982561300699	1.0	1.0
CD79B	-549.2600954098294	-519.2001244287267	-30.059970981102765	1.0	1.0
CACNG4	-4652.6140777390165	-4790.251711876944	137.6376341379273	0.0	0.0
AC007448.5	-378.8753978257122	-355.226825169796	-23.64857265591621	1.0	1.0
ABCA8	-9634.956505539658	-10247.659800205225	612.7032946655672	0.0	0.0
SOX9	-28761.96641334367	-28294.927252346657	-467.0391609970138	1.0	1.0
TTYH2	-30752.336487302146	-32957.33103142044	2204.994544118297	0.0	0.0
LLGL2	-1060.4887502332147	-963.9751905913063	-96.51355964190839	1.0	1.0
SMIM5	-2303.8643149830946	-2079.6349089926794	-224.22940599041522	1.0	1.0
ITGB4	-8687.3887836378	-8758.76772008784	71.37893645004078	0.0	0.0
FOXJ1	-1562.402495946274	-1433.0697329753223	-129.33276297095176	1.0	1.0
SPHK1	-2258.0276425022544	-2000.4186113081942	-257.6090311940602	1.0	1.0
ST6GALNAC1	-725.2721329742194	-628.8258555085395	-96.44627746567994	1.0	1.0
AC016168.4	-555.6338835182654	-515.6105890193123	-40.02329449895308	1.0	1.0
TNRC6C-AS1	-3577.0708047017533	-3010.4606948918886	-566.6101098098648	1.0	1.0
TMC6	-8439.092497516524	-7139.234064574484	-1299.8584329420391	1.0	1.0
TMC8	-735.8627045620066	-643.284572476448	-92.57813208555854	1.0	1.0
SYNGR2	-11849.023182280247	-11878.700901457776	29.67771917752907	1.3211653993039363e-14	4.78683115689832e-14
TMEM235	-9072.67761848998	-7690.192276042912	-1382.4853424470684	1.0	1.0
SOCS3	-1567.6530727091808	-1385.333492951848	-182.3195797573328	1.0	1.0
